classification_fixed_id,base_pay_rate_id,base_rate_type,base_rate,calculated_pay_rate_id,calculated_rate_type,calculated_rate,parent_classification_name,classification,classification_level,employee_rate_type_code,operative_from,operative_to,version_number,published_year,last_modified_datetime
88551,BR100397,Hourly,20.21,,,,Level 3,19 years of age,3,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:31:54+00:00
88552,BR100398,Hourly,22.46,,,,Level 3,20 years of age,3,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:31:54+00:00
88550,BR100396,Hourly,16.85,,,,Level 3,18 years of age,3,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:31:54+00:00
88548,BR100394,Hourly,12.35,,,,Level 3,16 years of age,3,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:31:54+00:00
88713,BR100548,Hourly,23.67,,,,,4th year – attained standard of proficiency,4,AA,2021-11-01,2022-09-30,2,2021,2022-06-28T14:33:14+00:00
88754,BR100580,Hourly,23.18,,,,,4th 6 months – not attained standard of proficiency,4,AA,2021-11-01,2022-09-30,2,2021,2022-06-28T14:33:29+00:00
108891,BR103722,Hourly,26.65,,,,,Level 6,4,AD,2021-11-01,2022-09-30,2,2021,2022-06-28T14:33:57+00:00
108886,BR103717,Hourly,25.83,,,,,Level 6,4,AD,2021-11-01,2022-09-30,1,2021,2022-06-28T14:33:43+00:00
302,BR89904,Weekly,941.8,CR25752,Hourly,24.78,Casino table gaming employee grade 2,Level 3A,4,AD,2021-11-01,2022-09-30,3,2021,2022-06-28T14:27:26+00:00
299,BR89903,Weekly,899.5,CR25751,Hourly,23.67,Casino equipment technician grade 2; Gaming finance employee grade 2; Security officer grade 1,Level 3,4,AD,2021-11-01,2022-09-30,3,2021,2022-06-28T14:27:26+00:00
257,BR89894,Weekly,853.6,CR25743,Hourly,22.46,Clerical grade 2; Cook grade 2; Food and beverage attendant grade 3; Fork-lift driver; Front office grade 2; Gardener grade 2; Guest service grade 3; Handyperson; Kitchen attendant grade 3; Leisure attendant grade 2; Storeperson grade 2; Timekeeper/security officer grade 2,Level 3,4,AD,2021-11-01,2022-09-30,2,2021,2022-06-28T14:26:10+00:00
90439,BR102182,Weekly,854.53,CR29794,Hourly,22.49,95%,4th year – not attained standard of proficiency,4,AP,2021-11-01,2022-09-30,2,2021,2022-06-28T14:32:30+00:00
90454,BR102188,Weekly,880.93,CR29799,Hourly,23.18,Midway between the rate specified for the 3rd 6 months and the standard weekly rate,4th 6 months – not attained standard of proficiency,4,AP,2021-11-01,2022-09-30,2,2021,2022-06-28T14:32:55+00:00
88470,BR100324,Hourly,11.23,,,,Level 3,16 years of age and under,4,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:29:04+00:00
88471,BR100325,Hourly,13.48,,,,Level 3,17 years of age,4,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:29:04+00:00
88473,BR100327,Hourly,19.09,,,,Level 3,19 years of age,4,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:29:04+00:00
88472,BR100326,Hourly,15.72,,,,Level 3,18 years of age,4,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:29:04+00:00
88474,BR100328,Hourly,22.46,,,,Level 3,20 years of age,4,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:29:04+00:00
88556,BR100402,Hourly,13.02,,,,Level 4,16 years of age,4,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:31:54+00:00
88557,BR100403,Hourly,15.39,,,,Level 4,17 years of age,4,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:31:54+00:00
88555,BR100401,Hourly,10.65,,,,Level 4,15 years of age and under,4,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:31:54+00:00
88559,BR100405,Hourly,21.3,,,,Level 4,19 years of age,4,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:31:54+00:00
88560,BR100406,Hourly,23.67,,,,Level 4,20 years of age,4,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:31:54+00:00
88625,BR100466,Hourly,20.12,,,,Level 3,19 years of age,4,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:30:38+00:00
88626,BR100467,Hourly,23.67,,,,Level 3,20 years of age,4,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:30:38+00:00
88628,BR100469,Hourly,17.35,,,,Level 3A,18 years of age,4,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:30:38+00:00
88630,BR100471,Hourly,24.78,,,,Level 3A,20 years of age,4,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:30:38+00:00
88629,BR100470,Hourly,21.06,,,,Level 3A,19 years of age,4,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:30:38+00:00
88624,BR100465,Hourly,16.57,,,,Level 3,18 years of age,4,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:30:38+00:00
88558,BR100404,Hourly,17.75,,,,Level 4,18 years of age,4,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:31:54+00:00
88755,BR100581,Hourly,23.67,,,,,4th 6 months – attained standard of proficiency,5,AA,2021-11-01,2022-09-30,2,2021,2022-06-28T14:33:29+00:00
268,BR89895,Weekly,899.5,CR25744,Hourly,23.67,Clerical grade 3; Cook (tradesperson) grade 3; Food and beverage attendant (tradesperson) grade 4; Front office grade 3; Gardener grade 3 (tradesperson); Guest service grade 4; Leisure attendant grade 3; Storeperson grade 3,Level 4,5,AD,2021-11-01,2022-09-30,2,2021,2022-06-28T14:26:10+00:00
90455,BR102189,Weekly,899.5,CR29800,Hourly,23.67,100% of the standard weekly rate,4th 6 months – attained standard of proficiency,5,AP,2021-11-01,2022-09-30,2,2021,2022-06-28T14:32:55+00:00
90440,BR102183,Weekly,899.5,CR29795,Hourly,23.67,100%,4th year – attained standard of proficiency,5,AP,2021-11-01,2022-09-30,2,2021,2022-06-28T14:32:30+00:00
88478,BR100332,Hourly,16.57,,,,Level 4,18 years of age,5,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:29:04+00:00
88479,BR100333,Hourly,20.12,,,,Level 4,19 years of age,5,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:29:04+00:00
88476,BR100330,Hourly,11.84,,,,Level 4,16 years of age and under,5,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:29:04+00:00
88477,BR100331,Hourly,14.2,,,,Level 4,17 years of age,5,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:29:04+00:00
88565,BR100411,Hourly,18.87,,,,Level 5,18 years of age,5,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:31:54+00:00
88563,BR100409,Hourly,13.84,,,,Level 5,16 years of age,5,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:31:54+00:00
88567,BR100413,Hourly,25.16,,,,Level 5,20 years of age,5,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:31:54+00:00
88638,BR100479,Hourly,21.39,,,,Level 4,19 years of age,5,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:30:38+00:00
88639,BR100480,Hourly,25.16,,,,Level 4,20 years of age,5,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:30:38+00:00
88637,BR100478,Hourly,17.61,,,,Level 4,18 years of age,5,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:30:38+00:00
88564,BR100410,Hourly,16.35,,,,Level 5,17 years of age,5,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:31:54+00:00
88562,BR100408,Hourly,11.32,,,,Level 5,15 years of age and under,5,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:31:54+00:00
88566,BR100412,Hourly,22.64,,,,Level 5,19 years of age,5,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:31:54+00:00
88480,BR100334,Hourly,23.67,,,,Level 4,20 years of age,5,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:29:04+00:00
303,BR89905,Weekly,955.9,CR25753,Hourly,25.16,Casino equipment technician grade 3; Gaming finance employee grade 3; Security officer grade 2,Level 4,6,AD,2021-11-01,2022-09-30,3,2021,2022-06-28T14:27:26+00:00
276,BR89896,Weekly,955.9,CR25745,Hourly,25.16,Clerical supervisor; Cook (tradesperson) grade 4; Food and beverage supervisor; Front office supervisor; Gardener grade 4 (tradesperson); Guest service supervisor,Level 5,6,AD,2021-11-01,2022-09-30,2,2021,2022-06-28T14:26:10+00:00
88483,BR100337,Hourly,15.1,,,,Level 5,17 years of age,6,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:29:04+00:00
88484,BR100338,Hourly,17.61,,,,Level 5,18 years of age,6,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:29:04+00:00
88482,BR100336,Hourly,12.58,,,,Level 5,16 years of age and under,6,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:29:04+00:00
88486,BR100340,Hourly,25.16,,,,Level 5,20 years of age,6,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:29:04+00:00
88485,BR100339,Hourly,21.39,,,,Level 5,19 years of age,6,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:29:04+00:00
88641,BR100482,Hourly,18.14,,,,Level 5,18 years of age,6,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:30:38+00:00
88643,BR100484,Hourly,25.91,,,,Level 5,20 years of age,6,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:30:38+00:00
88642,BR100483,Hourly,22.02,,,,Level 5,19 years of age,6,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:30:38+00:00
306,BR89906,Weekly,984.4,CR25754,Hourly,25.91,Casino table gaming employee grade 3; Gaming finance employee grade 4,Level 5,7,AD,2021-11-01,2022-09-30,2,2021,2022-06-28T14:27:26+00:00
282,BR89897,Weekly,981.5,CR25746,Hourly,25.83,Cook (tradesperson) grade 5,Level 6,7,AD,2021-11-01,2022-09-30,2,2021,2022-06-28T14:26:10+00:00
88645,BR100486,Hourly,18.66,,,,Level 6,18 years of age,7,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:30:38+00:00
88646,BR100487,Hourly,22.65,,,,Level 6,19 years of age,7,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:30:38+00:00
88647,BR100488,Hourly,26.65,,,,Level 6,20 years of age,7,JN,2021-11-01,2022-09-30,2,2021,2022-06-28T14:30:38+00:00
308,BR89907,Weekly,1012.7,CR25755,Hourly,26.65,Casino table gaming employee grade 4; Gaming finance employee grade 5; Surveillance operator,Level 6,8,AD,2021-11-01,2022-09-30,3,2021,2022-06-28T14:27:26+00:00
257,,Weekly,832.8,,Hourly,21.92,Clerical grade 2; Cook grade 2; Food and beverage attendant grade 3; Fork-lift driver; Front office grade 2; Gardener grade 2; Guest service grade 3; Handyperson; Kitchen attendant grade 3; Leisure attendant grade 2; Storeperson grade 2; Timekeeper/security officer grade 2,Level 3,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
243,,Weekly,775.4,,Hourly,20.41,Food and beverage attendant grade 1; Guest service grade 1; Kitchen attendant grade 1,Level 1,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
276,,Weekly,932.6,,Hourly,24.54,Clerical supervisor; Cook (tradesperson) grade 4; Food and beverage supervisor; Front office supervisor; Gardener grade 4 (tradesperson); Guest service supervisor,Level 5,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
242,,Weekly,753.8,,Hourly,19.84,,Introductory level,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
268,,Weekly,877.6,,Hourly,23.09,Clerical grade 3; Cook (tradesperson) grade 3; Food and beverage attendant (tradesperson) grade 4; Front office grade 3; Gardener grade 3 (tradesperson); Guest service grade 4; Leisure attendant grade 3; Storeperson grade 3,Level 4,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
246,,Weekly,805.1,,Hourly,21.19,Clerical grade 1; Cook grade 1; Door person/security officer grade 1; Food and beverage attendant grade 2; Front office grade 1; Gardener grade 1; Guest service grade 2; Kitchen attendant grade 2; Leisure attendant grade 1; Storeperson grade 1,Level 2,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
282,,Weekly,957.6,,Hourly,25.2,Cook (tradesperson) grade 5,Level 6,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
292,,Weekly,775.4,,Hourly,20.41,,Introductory level,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
293,,Weekly,822.3,,Hourly,21.64,Casino electronic gaming employee grade 1,Level 1,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
303,,Weekly,932.6,,Hourly,24.54,Casino equipment technician grade 3; Gaming finance employee grade 3; Security officer grade 2,Level 4,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
299,,Weekly,877.6,,Hourly,23.09,Casino equipment technician grade 2; Gaming finance employee grade 2; Security officer grade 1,Level 3,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
308,,Weekly,988,,Hourly,26,Casino table gaming employee grade 4; Gaming finance employee grade 5; Surveillance operator,Level 6,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
294,,Weekly,850,,Hourly,22.37,Casino electronic gaming employee grade 2; Casino equipment technician grade 1; Casino table gaming employee grade 1; Customer liaison officer; Gaming finance employee grade 1,Level 2,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
306,,Weekly,960.4,,Hourly,25.27,Casino table gaming employee grade 3; Gaming finance employee grade 4,Level 5,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
302,,Weekly,918.8,,Hourly,24.18,Casino table gaming employee grade 2,Level 3A,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
311,,Annual,49883,,,,,Managerial staff (Hotels),,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88377,,,,,,,,Introductory Level*,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88378,,Hourly,9.92,,,,Introductory Level,16 years of age and under,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88379,,Hourly,11.9,,,,Introductory Level,17 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88392,,,,,,,,Level 1*,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88390,,Hourly,16.86,,,,Introductory Level,19 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88394,,Hourly,12.25,,,,Level 1,17 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88389,,Hourly,13.89,,,,Introductory Level,18 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88393,,Hourly,10.21,,,,Level 1,16 years of age and under,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88391,,Hourly,19.84,,,,Introductory Level,20 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88395,,Hourly,14.29,,,,Level 1,18 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88441,,Hourly,17.35,,,,Level 1,19 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88445,,Hourly,12.71,,,,Level 2,17 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88443,,Hourly,10.6,,,,Level 2,16 years of age and under,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88447,,Hourly,18.01,,,,Level 2,19 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88442,,Hourly,20.41,,,,Level 1,20 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88446,,Hourly,14.83,,,,Level 2,18 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88444,,,,,,,,Level 2*,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88448,,Hourly,21.19,,,,Level 2,20 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88449,,,,,,,,Level 3*,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88473,,Hourly,18.63,,,,Level 3,19 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88471,,Hourly,13.15,,,,Level 3,17 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88475,,,,,,,,Level 4*,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88470,,Hourly,10.96,,,,Level 3,16 years of age and under,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88474,,Hourly,21.92,,,,Level 3,20 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88472,,Hourly,15.34,,,,Level 3,18 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88476,,Hourly,11.55,,,,Level 4,16 years of age and under,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88477,,Hourly,13.85,,,,Level 4,17 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88481,,,,,,,,Level 5*,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88479,,Hourly,19.63,,,,Level 4,19 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88483,,Hourly,14.72,,,,Level 5,17 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88478,,Hourly,16.16,,,,Level 4,18 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88482,,Hourly,12.27,,,,Level 5,16 years of age and under,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88480,,Hourly,23.09,,,,Level 4,20 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88484,,Hourly,17.18,,,,Level 5,18 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88485,,Hourly,20.86,,,,Level 5,19 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88486,,Hourly,24.54,,,,Level 5,20 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88493,,,,,,,,Introductory Level*,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88514,,Hourly,8.93,,,,Introductory,15 years of age and under,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88518,,Hourly,17.86,,,,Introductory,19 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88516,,Hourly,12.9,,,,Introductory,17 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88520,,,,,,,,Level 2*,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88515,,Hourly,10.91,,,,Introductory,16 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88519,,Hourly,19.84,,,,Introductory,20 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88517,,Hourly,14.88,,,,Introductory,18 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88521,,Hourly,9.54,,,,Level 2,15 years of age and under,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88522,,Hourly,11.65,,,,Level 2,16 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88526,,Hourly,21.19,,,,Level 2,20 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88524,,Hourly,15.89,,,,Level 2,18 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88548,,Hourly,12.06,,,,Level 3,16 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88523,,Hourly,13.77,,,,Level 2,17 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88527,,Hourly,9.86,,,,Level 3,15 years of age and under,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88525,,Hourly,19.07,,,,Level 2,19 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88549,,Hourly,14.25,,,,Level 3,17 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88550,,Hourly,16.44,,,,Level 3,18 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88554,,,,,,,,Level 4*,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88552,,Hourly,21.92,,,,Level 3,20 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88556,,Hourly,12.7,,,,Level 4,16 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88551,,Hourly,19.73,,,,Level 3,19 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88555,,Hourly,10.39,,,,Level 4,15 years of age and under,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88553,,,,,,,,Level 3*,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88557,,Hourly,15.01,,,,Level 4,17 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88558,,Hourly,17.32,,,,Level 4,18 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88562,,Hourly,11.04,,,,Level 5,15 years of age and under,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88560,,Hourly,23.09,,,,Level 4,20 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88564,,Hourly,15.95,,,,Level 5,17 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88559,,Hourly,20.78,,,,Level 4,19 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88563,,Hourly,13.5,,,,Level 5,16 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88561,,,,,,,,Level 5*,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88565,,Hourly,18.41,,,,Level 5,18 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88566,,Hourly,22.09,,,,Level 5,19 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88567,,Hourly,24.54,,,,Level 5,20 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88609,,,,,,,,Introductory Level*,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88614,,Hourly,20.41,,,,Introductory level,20 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88616,,Hourly,15.15,,,,Level 1,18 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88615,,,,,,,,Level 1*,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88612,,Hourly,14.29,,,,Introductory level,18 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88617,,Hourly,18.39,,,,Level 1,19 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88618,,Hourly,21.64,,,,Level 1,20 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88622,,Hourly,22.37,,,,Level 2,20 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88620,,Hourly,15.66,,,,Level 2,18 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88624,,Hourly,16.16,,,,Level 3,18 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88619,,,,,,,,Level 2*,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88623,,,,,,,,Level 3*,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88621,,Hourly,19.01,,,,Level 2,19 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88625,,Hourly,19.63,,,,Level 3,19 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88626,,Hourly,23.09,,,,Level 3,20 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88630,,Hourly,24.18,,,,Level 3A,20 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88628,,Hourly,16.93,,,,Level 3A,18 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88637,,Hourly,17.18,,,,Level 4,18 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88627,,,,,,,,Level 3A*,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88636,,,,,,,,Level 4*,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88629,,Hourly,20.55,,,,Level 3A,19 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88638,,Hourly,20.86,,,,Level 4,19 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88639,,Hourly,24.54,,,,Level 4,20 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88643,,Hourly,25.27,,,,Level 5,20 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88641,,Hourly,17.69,,,,Level 5,18 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88645,,Hourly,18.2,,,,Level 6,18 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88640,,,,,,,,Level 5*,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88644,,,,,,,,Level 6*,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88642,,Hourly,21.48,,,,Level 5,19 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88646,,Hourly,22.1,,,,Level 6,19 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
88647,,Hourly,26,,,,Level 6,20 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
90438,,Weekly,702.08,,Hourly,18.48,80%,3rd year,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
90436,,Weekly,482.68,,Hourly,12.7,55%,1st year,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
90440,,Weekly,877.6,,Hourly,23.09,100%,4th year – attained standard of proficiency,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
91139,,Hourly,17.35,,,,Introductory level,19 years of age,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
90439,,Weekly,833.72,,Hourly,21.94,95%,4th year – not attained standard of proficiency,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
90437,,Weekly,570.44,,Hourly,15.01,65%,2nd year,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
90451,,Weekly,614.32,,Hourly,16.17,70% of the standard weekly rate,1st 6 months,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
90455,,Weekly,877.6,,Hourly,23.09,100% of the standard weekly rate,4th 6 months – attained standard of proficiency,,,2021-02-01,2021-10-31,,2020,2022-03-03T18:52:51+00:00
