penalty_fixed_id,clause_fixed_id,clause_description,classification_level,penalty_description,rate,employee_rate_type_code,penalty_calculated_value,calculated_includes_all_purpose,base_pay_rate_id,operative_from,operative_to,version_number,published_year,last_modified_datetime
5661,22733,Junior casual office employees—overtime rates,,Monday to Friday - After 2 hours,200.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5636,22717,Junior full-time and part-time office employees—overtime rates,,Monday to Friday - After 2 hours,200.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5598,22712,Junior full-time and part-time employees (other than junior office employees)—overtime rates,,Monday to Friday - after 2 hours,200.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5713,22729,Junior full-time and part-time casino gaming employees—overtime rates,,Monday to Friday - After 2 hours,200.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5661,22733,Junior casual office employees—overtime rates,,Monday to Friday - After 2 hours,200.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5636,22717,Junior full-time and part-time office employees—overtime rates,,Monday to Friday - After 2 hours,200.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5657,22732,Junior casual employees (other than junior office employees)—overtime rates,,Monday to Friday - After 2 hours,200.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5713,22729,Junior full-time and part-time casino gaming employees—overtime rates,,Monday to Friday - After 2 hours,200.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5661,22733,Junior casual office employees—overtime rates,,Monday to Friday - After 2 hours,200.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5636,22717,Junior full-time and part-time office employees—overtime rates,,Monday to Friday - After 2 hours,200.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5598,22712,Junior full-time and part-time employees (other than junior office employees)—overtime rates,,Monday to Friday - after 2 hours,200.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5713,22729,Junior full-time and part-time casino gaming employees—overtime rates,,Monday to Friday - After 2 hours,200.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5661,22733,Junior casual office employees—overtime rates,,Monday to Friday - After 2 hours,200.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5636,22717,Junior full-time and part-time office employees—overtime rates,,Monday to Friday - After 2 hours,200.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5657,22732,Junior casual employees (other than junior office employees)—overtime rates,,Monday to Friday - After 2 hours,200.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5713,22729,Junior full-time and part-time casino gaming employees—overtime rates,,Monday to Friday - After 2 hours,200.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5661,22733,Junior casual office employees—overtime rates,,Monday to Friday - After 2 hours,200.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5636,22717,Junior full-time and part-time office employees—overtime rates,,Monday to Friday - After 2 hours,200.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5598,22712,Junior full-time and part-time employees (other than junior office employees)—overtime rates,,Monday to Friday - after 2 hours,200.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5713,22729,Junior full-time and part-time casino gaming employees—overtime rates,,Monday to Friday - After 2 hours,200.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5657,22732,Junior casual employees (other than junior office employees)—overtime rates,,Monday to Friday - After 2 hours,200.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5713,22729,Junior full-time and part-time casino gaming employees—overtime rates,,Monday to Friday - After 2 hours,200.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5598,22712,Junior full-time and part-time employees (other than junior office employees)—overtime rates,,Monday to Friday - after 2 hours,200.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5713,22729,Junior full-time and part-time casino gaming employees—overtime rates,,Monday to Friday - After 2 hours,200.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5657,22732,Junior casual employees (other than junior office employees)—overtime rates,,Monday to Friday - After 2 hours,200.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5713,22729,Junior full-time and part-time casino gaming employees—overtime rates,,Monday to Friday - After 2 hours,200.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5598,22712,Junior full-time and part-time employees (other than junior office employees)—overtime rates,,Monday to Friday - after 2 hours,200.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5657,22732,Junior casual employees (other than junior office employees)—overtime rates,,Monday to Friday - After 2 hours,200.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5598,22712,Junior full-time and part-time employees (other than junior office employees)—overtime rates,,Monday to Friday - after 2 hours,200.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5657,22732,Junior casual employees (other than junior office employees)—overtime rates,,Monday to Friday - After 2 hours,200.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5673,22736,Junior casual casino gaming employees—overtime rates,,Monday to Friday - After 2 hours,200.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5673,22736,Junior casual casino gaming employees—overtime rates,,Monday to Friday - After 2 hours,200.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5673,22736,Junior casual casino gaming employees—overtime rates,,Monday to Friday - After 2 hours,200.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5673,22736,Junior casual casino gaming employees—overtime rates,,Monday to Friday - After 2 hours,200.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5673,22736,Junior casual casino gaming employees—overtime rates,,Monday to Friday - After 2 hours,200.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5673,22736,Junior casual casino gaming employees—overtime rates,,Monday to Friday - After 2 hours,200.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5673,22736,Junior casual casino gaming employees—overtime rates,,Monday to Friday - After 2 hours,200.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5673,22736,Junior casual casino gaming employees—overtime rates,,Monday to Friday - After 2 hours,200.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5635,22717,Junior full-time and part-time office employees—overtime rates,,Monday to Friday - First 2 hours,150.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5660,22733,Junior casual office employees—overtime rates,,Monday to Friday - First 2 hours,150.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5712,22729,Junior full-time and part-time casino gaming employees—overtime rates,,Monday to Friday - First 2 hours,150.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5597,22712,Junior full-time and part-time employees (other than junior office employees)—overtime rates,,Monday to Friday - First 2 hours,150.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5635,22717,Junior full-time and part-time office employees—overtime rates,,Monday to Friday - First 2 hours,150.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5660,22733,Junior casual office employees—overtime rates,,Monday to Friday - First 2 hours,150.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5712,22729,Junior full-time and part-time casino gaming employees—overtime rates,,Monday to Friday - First 2 hours,150.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5672,22736,Junior casual casino gaming employees—overtime rates,,Monday to Friday - First 2 hours,150.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5635,22717,Junior full-time and part-time office employees—overtime rates,,Monday to Friday - First 2 hours,150.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5660,22733,Junior casual office employees—overtime rates,,Monday to Friday - First 2 hours,150.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5712,22729,Junior full-time and part-time casino gaming employees—overtime rates,,Monday to Friday - First 2 hours,150.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5597,22712,Junior full-time and part-time employees (other than junior office employees)—overtime rates,,Monday to Friday - First 2 hours,150.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5635,22717,Junior full-time and part-time office employees—overtime rates,,Monday to Friday - First 2 hours,150.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5660,22733,Junior casual office employees—overtime rates,,Monday to Friday - First 2 hours,150.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5712,22729,Junior full-time and part-time casino gaming employees—overtime rates,,Monday to Friday - First 2 hours,150.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5672,22736,Junior casual casino gaming employees—overtime rates,,Monday to Friday - First 2 hours,150.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5635,22717,Junior full-time and part-time office employees—overtime rates,,Monday to Friday - First 2 hours,150.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5660,22733,Junior casual office employees—overtime rates,,Monday to Friday - First 2 hours,150.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5712,22729,Junior full-time and part-time casino gaming employees—overtime rates,,Monday to Friday - First 2 hours,150.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5597,22712,Junior full-time and part-time employees (other than junior office employees)—overtime rates,,Monday to Friday - First 2 hours,150.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5712,22729,Junior full-time and part-time casino gaming employees—overtime rates,,Monday to Friday - First 2 hours,150.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5672,22736,Junior casual casino gaming employees—overtime rates,,Monday to Friday - First 2 hours,150.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5712,22729,Junior full-time and part-time casino gaming employees—overtime rates,,Monday to Friday - First 2 hours,150.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5597,22712,Junior full-time and part-time employees (other than junior office employees)—overtime rates,,Monday to Friday - First 2 hours,150.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5712,22729,Junior full-time and part-time casino gaming employees—overtime rates,,Monday to Friday - First 2 hours,150.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5672,22736,Junior casual casino gaming employees—overtime rates,,Monday to Friday - First 2 hours,150.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5597,22712,Junior full-time and part-time employees (other than junior office employees)—overtime rates,,Monday to Friday - First 2 hours,150.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5672,22736,Junior casual casino gaming employees—overtime rates,,Monday to Friday - First 2 hours,150.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5597,22712,Junior full-time and part-time employees (other than junior office employees)—overtime rates,,Monday to Friday - First 2 hours,150.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5672,22736,Junior casual casino gaming employees—overtime rates,,Monday to Friday - First 2 hours,150.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5672,22736,Junior casual casino gaming employees—overtime rates,,Monday to Friday - First 2 hours,150.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5672,22736,Junior casual casino gaming employees—overtime rates,,Monday to Friday - First 2 hours,150.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5656,22732,Junior casual employees (other than junior office employees)—overtime rates,,Monday to Friday - First 2 hours,150.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5656,22732,Junior casual employees (other than junior office employees)—overtime rates,,Monday to Friday - First 2 hours,150.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5656,22732,Junior casual employees (other than junior office employees)—overtime rates,,Monday to Friday - First 2 hours,150.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5656,22732,Junior casual employees (other than junior office employees)—overtime rates,,Monday to Friday - First 2 hours,150.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5656,22732,Junior casual employees (other than junior office employees)—overtime rates,,Monday to Friday - First 2 hours,150.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5656,22732,Junior casual employees (other than junior office employees)—overtime rates,,Monday to Friday - First 2 hours,150.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5614,22716,Junior full-time and part-time office employees—ordinary and penalty rates,,Ordinary hours,100.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5593,22711,Junior full-time and part-time employees (other than junior office employees)—ordinary and penalty rates,,Ordinary hours,100.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5708,22728,Junior full-time and part-time casino gaming employees—ordinary and penalty rates,,Ordinary hours,100.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5643,22718,Junior casual office employees—ordinary and penalty rates,,Ordinary hours,125.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5614,22716,Junior full-time and part-time office employees—ordinary and penalty rates,,Ordinary hours,100.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5593,22711,Junior full-time and part-time employees (other than junior office employees)—ordinary and penalty rates,,Ordinary hours,100.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5708,22728,Junior full-time and part-time casino gaming employees—ordinary and penalty rates,,Ordinary hours,100.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5643,22718,Junior casual office employees—ordinary and penalty rates,,Ordinary hours,125.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5614,22716,Junior full-time and part-time office employees—ordinary and penalty rates,,Ordinary hours,100.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5593,22711,Junior full-time and part-time employees (other than junior office employees)—ordinary and penalty rates,,Ordinary hours,100.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5708,22728,Junior full-time and part-time casino gaming employees—ordinary and penalty rates,,Ordinary hours,100.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5643,22718,Junior casual office employees—ordinary and penalty rates,,Ordinary hours,125.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5614,22716,Junior full-time and part-time office employees—ordinary and penalty rates,,Ordinary hours,100.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5593,22711,Junior full-time and part-time employees (other than junior office employees)—ordinary and penalty rates,,Ordinary hours,100.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5708,22728,Junior full-time and part-time casino gaming employees—ordinary and penalty rates,,Ordinary hours,100.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5643,22718,Junior casual office employees—ordinary and penalty rates,,Ordinary hours,125.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5614,22716,Junior full-time and part-time office employees—ordinary and penalty rates,,Ordinary hours,100.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5593,22711,Junior full-time and part-time employees (other than junior office employees)—ordinary and penalty rates,,Ordinary hours,100.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5708,22728,Junior full-time and part-time casino gaming employees—ordinary and penalty rates,,Ordinary hours,100.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5643,22718,Junior casual office employees—ordinary and penalty rates,,Ordinary hours,125.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5708,22728,Junior full-time and part-time casino gaming employees—ordinary and penalty rates,,Ordinary hours,100.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5593,22711,Junior full-time and part-time employees (other than junior office employees)—ordinary and penalty rates,,Ordinary hours,100.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5708,22728,Junior full-time and part-time casino gaming employees—ordinary and penalty rates,,Ordinary hours,100.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5605,22713,Junior casual employees (other than junior office employees)—ordinary and penalty rates,,Ordinary hours,125.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5708,22728,Junior full-time and part-time casino gaming employees—ordinary and penalty rates,,Ordinary hours,100.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5614,22716,Junior full-time and part-time office employees—ordinary and penalty rates,,Ordinary hours,100.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5708,22728,Junior full-time and part-time casino gaming employees—ordinary and penalty rates,,Ordinary hours,100.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5643,22718,Junior casual office employees—ordinary and penalty rates,,Ordinary hours,125.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5716,22730,Junior casual casino gaming employees—ordinary and penalty rates,,Ordinary hours,125.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5614,22716,Junior full-time and part-time office employees—ordinary and penalty rates,,Ordinary hours,100.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5716,22730,Junior casual casino gaming employees—ordinary and penalty rates,,Ordinary hours,125.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5643,22718,Junior casual office employees—ordinary and penalty rates,,Ordinary hours,125.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5716,22730,Junior casual casino gaming employees—ordinary and penalty rates,,Ordinary hours,125.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5716,22730,Junior casual casino gaming employees—ordinary and penalty rates,,Ordinary hours,125.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5716,22730,Junior casual casino gaming employees—ordinary and penalty rates,,Ordinary hours,125.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5716,22730,Junior casual casino gaming employees—ordinary and penalty rates,,Ordinary hours,125.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5716,22730,Junior casual casino gaming employees—ordinary and penalty rates,,Ordinary hours,125.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5716,22730,Junior casual casino gaming employees—ordinary and penalty rates,,Ordinary hours,125.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5965,22732,Junior casual employees (other than junior office employees)—overtime rates,,Public holiday,250.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5617,22716,Junior full-time and part-time office employees—ordinary and penalty rates,,Public holiday,225.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5600,22712,Junior full-time and part-time employees (other than junior office employees)—overtime rates,,Public holiday,225.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5715,22729,Junior full-time and part-time casino gaming employees—overtime rates,,Public holiday,225.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5965,22732,Junior casual employees (other than junior office employees)—overtime rates,,Public holiday,250.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5638,22717,Junior full-time and part-time office employees—overtime rates,,Public holiday,225.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5600,22712,Junior full-time and part-time employees (other than junior office employees)—overtime rates,,Public holiday,225.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5715,22729,Junior full-time and part-time casino gaming employees—overtime rates,,Public holiday,225.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5965,22732,Junior casual employees (other than junior office employees)—overtime rates,,Public holiday,250.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5617,22716,Junior full-time and part-time office employees—ordinary and penalty rates,,Public holiday,225.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5600,22712,Junior full-time and part-time employees (other than junior office employees)—overtime rates,,Public holiday,225.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5715,22729,Junior full-time and part-time casino gaming employees—overtime rates,,Public holiday,225.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5965,22732,Junior casual employees (other than junior office employees)—overtime rates,,Public holiday,250.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5638,22717,Junior full-time and part-time office employees—overtime rates,,Public holiday,225.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5600,22712,Junior full-time and part-time employees (other than junior office employees)—overtime rates,,Public holiday,225.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5715,22729,Junior full-time and part-time casino gaming employees—overtime rates,,Public holiday,225.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5965,22732,Junior casual employees (other than junior office employees)—overtime rates,,Public holiday,250.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5617,22716,Junior full-time and part-time office employees—ordinary and penalty rates,,Public holiday,225.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5600,22712,Junior full-time and part-time employees (other than junior office employees)—overtime rates,,Public holiday,225.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5715,22729,Junior full-time and part-time casino gaming employees—overtime rates,,Public holiday,225.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5965,22732,Junior casual employees (other than junior office employees)—overtime rates,,Public holiday,250.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5638,22717,Junior full-time and part-time office employees—overtime rates,,Public holiday,225.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5608,22713,Junior casual employees (other than junior office employees)—ordinary and penalty rates,,Public holiday,250.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5715,22729,Junior full-time and part-time casino gaming employees—overtime rates,,Public holiday,225.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5663,22733,Junior casual office employees—overtime rates,,Public holiday,250.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5617,22716,Junior full-time and part-time office employees—ordinary and penalty rates,,Public holiday,225.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5608,22713,Junior casual employees (other than junior office employees)—ordinary and penalty rates,,Public holiday,250.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5715,22729,Junior full-time and part-time casino gaming employees—overtime rates,,Public holiday,225.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5663,22733,Junior casual office employees—overtime rates,,Public holiday,250.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5638,22717,Junior full-time and part-time office employees—overtime rates,,Public holiday,225.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5608,22713,Junior casual employees (other than junior office employees)—ordinary and penalty rates,,Public holiday,250.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5715,22729,Junior full-time and part-time casino gaming employees—overtime rates,,Public holiday,225.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5663,22733,Junior casual office employees—overtime rates,,Public holiday,250.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5617,22716,Junior full-time and part-time office employees—ordinary and penalty rates,,Public holiday,225.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5608,22713,Junior casual employees (other than junior office employees)—ordinary and penalty rates,,Public holiday,250.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5719,22730,Junior casual casino gaming employees—ordinary and penalty rates,,Public holiday,250.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5663,22733,Junior casual office employees—overtime rates,,Public holiday,250.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5638,22717,Junior full-time and part-time office employees—overtime rates,,Public holiday,225.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5608,22713,Junior casual employees (other than junior office employees)—ordinary and penalty rates,,Public holiday,250.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5719,22730,Junior casual casino gaming employees—ordinary and penalty rates,,Public holiday,250.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5663,22733,Junior casual office employees—overtime rates,,Public holiday,250.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5608,22713,Junior casual employees (other than junior office employees)—ordinary and penalty rates,,Public holiday,250.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5596,22711,Junior full-time and part-time employees (other than junior office employees)—ordinary and penalty rates,,Public holiday,225.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5719,22730,Junior casual casino gaming employees—ordinary and penalty rates,,Public holiday,250.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5596,22711,Junior full-time and part-time employees (other than junior office employees)—ordinary and penalty rates,,Public holiday,225.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5646,22718,Junior casual office employees—ordinary and penalty rates,,Public holiday,250.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5596,22711,Junior full-time and part-time employees (other than junior office employees)—ordinary and penalty rates,,Public holiday,225.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5719,22730,Junior casual casino gaming employees—ordinary and penalty rates,,Public holiday,250.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5596,22711,Junior full-time and part-time employees (other than junior office employees)—ordinary and penalty rates,,Public holiday,225.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5646,22718,Junior casual office employees—ordinary and penalty rates,,Public holiday,250.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5596,22711,Junior full-time and part-time employees (other than junior office employees)—ordinary and penalty rates,,Public holiday,225.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5719,22730,Junior casual casino gaming employees—ordinary and penalty rates,,Public holiday,250.0,,,False,,2023-07-01,,8.0,2023,2023-08-09T14:07:45+00:00
5596,22711,Junior full-time and part-time employees (other than junior office employees)—ordinary and penalty rates,,Public holiday,225.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
5646,22718,Junior casual office employees—ordinary and penalty rates,,Public holiday,250.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T16:00:02+00:00
5600,22712,Junior full-time and part-time employees (other than junior office employees)—overtime rates,,Public holiday,225.0,,,False,,2023-07-01,,7.0,2023,2023-08-09T15:57:40+00:00
